order_id,customer_id,restaurant_id,partner_id,order_date,total_amount,payment_method,status
1071,88,216,293,2026-04-15,621.4,UPI,Delivered
1072,73,3,262,2026-04-15,1041.1,UPI,Delivered
1073,252,17,76,2026-04-15,1097.29,UPI,Delivered
1074,131,238,288,2026-04-15,1602.56,UPI,Delivered
1075,356,183,174,2026-04-15,1293.09,UPI,Delivered
1076,340,238,214,2026-04-15,625.11,UPI,Delivered
1077,492,192,239,2026-04-15,1063.02,UPI,Delivered
1078,4,97,171,2026-04-15,544.92,UPI,Delivered
1079,435,172,239,2026-04-15,281.02,UPI,Delivered
1080,437,96,134,2026-04-15,1425.16,UPI,Delivered
1081,125,230,222,2026-04-15,430.31,UPI,Delivered
1082,89,21,262,2026-04-15,1225.77,UPI,Delivered
1083,161,248,153,2026-04-15,1193.79,UPI,Delivered
1084,464,143,271,2026-04-15,1101.7,UPI,Delivered
1085,193,126,268,2026-04-15,1716.46,UPI,Delivered
1086,176,158,142,2026-04-15,1227.63,UPI,Delivered
1087,296,195,134,2026-04-15,637.45,UPI,Delivered
1088,315,43,254,2026-04-15,498.08,UPI,Delivered
1089,422,191,282,2026-04-15,1408.56,UPI,Delivered
1090,82,277,42,2026-04-15,1881.36,UPI,Delivered
1091,245,187,163,2026-04-15,334.76,UPI,Delivered
1092,275,266,111,2026-04-15,599.67,UPI,Delivered
1093,467,75,182,2026-04-15,817.12,UPI,Delivered
1094,265,263,280,2026-04-15,508.79,UPI,Delivered
1095,458,85,99,2026-04-15,1256.0,UPI,Delivered
1096,106,277,17,2026-04-15,1222.03,UPI,Delivered
1097,213,97,236,2026-04-15,938.59,UPI,Delivered
1098,349,15,162,2026-04-15,1675.01,UPI,Delivered
1099,65,119,215,2026-04-15,1197.18,UPI,Delivered
1100,89,261,61,2026-04-15,424.15,UPI,Delivered
