customer_id,customer_name,city,membership
120,Customer_120,Hyderabad,Silver
121,Customer_121,Hyderabad,Gold
122,Customer_122,Pune,Platinum
123,Customer_123,Hyderabad,Platinum
124,Customer_124,Mumbai,Gold
125,Customer_125,Pune,Gold
126,Customer_126,Mumbai,Silver
127,Customer_127,Hyderabad,Platinum
128,Customer_128,Bengaluru,Platinum
129,Customer_129,Pune,Gold
130,Customer_130,Mumbai,Platinum
131,Customer_131,Bengaluru,Gold
132,Customer_132,Hyderabad,Gold
133,Customer_133,Mumbai,Gold
134,Customer_134,Hyderabad,Gold
135,Customer_135,Delhi,Silver
136,Customer_136,Pune,Silver
137,Customer_137,Delhi,Platinum
138,Customer_138,Pune,Gold
139,Customer_139,Bengaluru,Silver
140,Customer_140,Delhi,Platinum
141,Customer_141,Mumbai,Gold
142,Customer_142,Hyderabad,Gold
143,Customer_143,Hyderabad,Gold
144,Customer_144,Hyderabad,Silver
145,Customer_145,Mumbai,Platinum
146,Customer_146,Mumbai,Silver
147,Customer_147,Pune,Silver
148,Customer_148,Pune,Platinum
149,Customer_149,Pune,Gold
150,Customer_150,Delhi,Platinum
151,Customer_151,Hyderabad,Gold
152,Customer_152,Delhi,Gold
153,Customer_153,Delhi,Silver
154,Customer_154,Delhi,Silver
155,Customer_155,Hyderabad,Platinum
156,Customer_156,Bengaluru,Silver
157,Customer_157,Hyderabad,Platinum
158,Customer_158,Mumbai,Gold
159,Customer_159,Mumbai,Gold
160,Customer_160,Mumbai,Gold
161,Customer_161,Pune,Silver
162,Customer_162,Delhi,Silver
163,Customer_163,Hyderabad,Platinum
164,Customer_164,Bengaluru,Silver
165,Customer_165,Hyderabad,Platinum
166,Customer_166,Pune,Platinum
167,Customer_167,Mumbai,Gold
168,Customer_168,Delhi,Gold
169,Customer_169,Hyderabad,Platinum
170,Customer_170,Mumbai,Gold
171,Customer_171,Delhi,Silver
172,Customer_172,Mumbai,Gold
173,Customer_173,Mumbai,Platinum
174,Customer_174,Mumbai,Silver
175,Customer_175,Bengaluru,Silver
176,Customer_176,Mumbai,Silver
177,Customer_177,Pune,Platinum
178,Customer_178,Bengaluru,Silver
179,Customer_179,Mumbai,Gold
180,Customer_180,Pune,Platinum
181,Customer_181,Pune,Silver
182,Customer_182,Mumbai,Gold
183,Customer_183,Bengaluru,Platinum
184,Customer_184,Delhi,Platinum
185,Customer_185,Delhi,Platinum
186,Customer_186,Bengaluru,Gold
187,Customer_187,Mumbai,Silver
188,Customer_188,Delhi,Silver
189,Customer_189,Mumbai,Silver
190,Customer_190,Delhi,Platinum
191,Customer_191,Hyderabad,Gold
192,Customer_192,Bengaluru,Gold
193,Customer_193,Delhi,Gold
194,Customer_194,Mumbai,Silver
195,Customer_195,Delhi,Platinum
196,Customer_196,Bengaluru,Silver
197,Customer_197,Delhi,Silver
198,Customer_198,Hyderabad,Platinum
199,Customer_199,Bengaluru,Platinum
200,Customer_200,Delhi,Gold
201,Customer_201,Pune,Platinum
202,Customer_202,Pune,Gold
203,Customer_203,Pune,Silver
204,Customer_204,Delhi,Silver
205,Customer_205,Delhi,Silver
206,Customer_206,Bengaluru,Silver
207,Customer_207,Hyderabad,Platinum
208,Customer_208,Delhi,Silver
209,Customer_209,Bengaluru,Gold
210,Customer_210,Mumbai,Gold
211,Customer_211,Pune,Gold
212,Customer_212,Hyderabad,Gold
213,Customer_213,Pune,Gold
214,Customer_214,Mumbai,Platinum
215,Customer_215,Hyderabad,Platinum
216,Customer_216,Hyderabad,Silver
217,Customer_217,Pune,Silver
218,Customer_218,Mumbai,Silver
219,Customer_219,Bengaluru,Silver
220,Customer_220,Delhi,Platinum
221,Customer_221,Mumbai,Platinum
222,Customer_222,Mumbai,Silver
223,Customer_223,Mumbai,Gold
224,Customer_224,Delhi,Gold
225,Customer_225,Bengaluru,Silver
226,Customer_226,Mumbai,Platinum
227,Customer_227,Delhi,Silver
228,Customer_228,Hyderabad,Platinum
229,Customer_229,Pune,Silver
230,Customer_230,Pune,Silver
231,Customer_231,Delhi,Gold
232,Customer_232,Mumbai,Platinum
233,Customer_233,Hyderabad,Platinum
234,Customer_234,Delhi,Silver
235,Customer_235,Pune,Silver
236,Customer_236,Hyderabad,Platinum
237,Customer_237,Mumbai,Gold
238,Customer_238,Hyderabad,Platinum
239,Customer_239,Hyderabad,Platinum
240,Customer_240,Pune,Silver
241,Customer_241,Delhi,Gold
242,Customer_242,Hyderabad,Silver
243,Customer_243,Mumbai,Platinum
244,Customer_244,Pune,Gold
245,Customer_245,Mumbai,Platinum
246,Customer_246,Bengaluru,Gold
247,Customer_247,Hyderabad,Gold
248,Customer_248,Hyderabad,Gold
249,Customer_249,Hyderabad,Gold
250,Customer_250,Mumbai,Gold
251,Customer_251,Delhi,Silver
252,Customer_252,Delhi,Gold
253,Customer_253,Mumbai,Platinum
254,Customer_254,Bengaluru,Platinum
255,Customer_255,Mumbai,Silver
256,Customer_256,Delhi,Platinum
257,Customer_257,Pune,Platinum
258,Customer_258,Pune,Silver
259,Customer_259,Delhi,Gold
260,Customer_260,Bengaluru,Platinum
261,Customer_261,Bengaluru,Silver
262,Customer_262,Hyderabad,Silver
263,Customer_263,Pune,Gold
264,Customer_264,Mumbai,Silver
265,Customer_265,Hyderabad,Gold
266,Customer_266,Hyderabad,Platinum
267,Customer_267,Bengaluru,Platinum
268,Customer_268,Pune,Silver
269,Customer_269,Delhi,Gold
270,Customer_270,Bengaluru,Silver
271,Customer_271,Bengaluru,Gold
272,Customer_272,Hyderabad,Platinum
273,Customer_273,Delhi,Platinum
274,Customer_274,Pune,Silver
275,Customer_275,Mumbai,Platinum
276,Customer_276,Delhi,Silver
277,Customer_277,Hyderabad,Silver
278,Customer_278,Delhi,Gold
279,Customer_279,Delhi,Platinum
280,Customer_280,Delhi,Silver
281,Customer_281,Bengaluru,Platinum
282,Customer_282,Mumbai,Silver
283,Customer_283,Hyderabad,Platinum
284,Customer_284,Hyderabad,Gold
285,Customer_285,Pune,Silver
286,Customer_286,Delhi,Gold
287,Customer_287,Pune,Platinum
288,Customer_288,Mumbai,Gold
289,Customer_289,Bengaluru,Platinum
290,Customer_290,Delhi,Gold
291,Customer_291,Hyderabad,Silver
292,Customer_292,Hyderabad,Platinum
293,Customer_293,Mumbai,Platinum
294,Customer_294,Mumbai,Gold
295,Customer_295,Mumbai,Gold
296,Customer_296,Mumbai,Silver
297,Customer_297,Hyderabad,Platinum
298,Customer_298,Mumbai,Gold
299,Customer_299,Pune,Gold
300,Customer_300,Bengaluru,Gold
301,Customer_301,Pune,Gold
302,Customer_302,Bengaluru,Silver
303,Customer_303,Hyderabad,Gold
304,Customer_304,Pune,Silver
305,Customer_305,Bengaluru,Platinum
306,Customer_306,Hyderabad,Gold
307,Customer_307,Mumbai,Platinum
308,Customer_308,Delhi,Gold
309,Customer_309,Pune,Gold
310,Customer_310,Hyderabad,Silver
311,Customer_311,Pune,Platinum
312,Customer_312,Bengaluru,Platinum
313,Customer_313,Mumbai,Silver
314,Customer_314,Hyderabad,Silver
315,Customer_315,Delhi,Silver
316,Customer_316,Pune,Gold
317,Customer_317,Pune,Platinum
318,Customer_318,Pune,Gold
319,Customer_319,Delhi,Platinum
320,Customer_320,Delhi,Platinum
321,Customer_321,Bengaluru,Silver
322,Customer_322,Hyderabad,Gold
323,Customer_323,Bengaluru,Gold
324,Customer_324,Mumbai,Silver
325,Customer_325,Hyderabad,Gold
326,Customer_326,Pune,Gold
327,Customer_327,Mumbai,Silver
328,Customer_328,Mumbai,Platinum
329,Customer_329,Mumbai,Platinum
330,Customer_330,Delhi,Platinum
331,Customer_331,Pune,Silver
332,Customer_332,Hyderabad,Gold
333,Customer_333,Hyderabad,Gold
334,Customer_334,Bengaluru,Platinum
335,Customer_335,Delhi,Platinum
336,Customer_336,Delhi,Silver
337,Customer_337,Mumbai,Gold
338,Customer_338,Bengaluru,Gold
339,Customer_339,Delhi,Platinum
340,Customer_340,Bengaluru,Gold
341,Customer_341,Hyderabad,Gold
342,Customer_342,Mumbai,Platinum
343,Customer_343,Bengaluru,Gold
344,Customer_344,Pune,Platinum
345,Customer_345,Mumbai,Gold
346,Customer_346,Hyderabad,Platinum
347,Customer_347,Hyderabad,Silver
348,Customer_348,Bengaluru,Platinum
349,Customer_349,Hyderabad,Gold
350,Customer_350,Delhi,Platinum
351,Customer_351,Pune,Gold
352,Customer_352,Hyderabad,Platinum
353,Customer_353,Hyderabad,Silver
354,Customer_354,Delhi,Platinum
355,Customer_355,Mumbai,Platinum
356,Customer_356,Bengaluru,Platinum
357,Customer_357,Bengaluru,Gold
358,Customer_358,Delhi,Platinum
359,Customer_359,Hyderabad,Platinum
360,Customer_360,Mumbai,Gold
361,Customer_361,Pune,Platinum
362,Customer_362,Delhi,Platinum
363,Customer_363,Mumbai,Gold
364,Customer_364,Pune,Platinum
365,Customer_365,Bengaluru,Gold
366,Customer_366,Pune,Silver
367,Customer_367,Hyderabad,Silver
368,Customer_368,Delhi,Gold
369,Customer_369,Bengaluru,Platinum
370,Customer_370,Hyderabad,Gold
371,Customer_371,Pune,Gold
372,Customer_372,Delhi,Gold
373,Customer_373,Pune,Gold
374,Customer_374,Hyderabad,Silver
375,Customer_375,Delhi,Platinum
376,Customer_376,Mumbai,Platinum
377,Customer_377,Hyderabad,Gold
378,Customer_378,Mumbai,Gold
379,Customer_379,Mumbai,Platinum
380,Customer_380,Bengaluru,Silver
381,Customer_381,Pune,Platinum
382,Customer_382,Pune,Platinum
383,Customer_383,Mumbai,Gold
384,Customer_384,Delhi,Platinum
385,Customer_385,Delhi,Silver
386,Customer_386,Hyderabad,Silver
387,Customer_387,Pune,Gold
388,Customer_388,Delhi,Silver
389,Customer_389,Mumbai,Platinum
390,Customer_390,Hyderabad,Platinum
391,Customer_391,Delhi,Gold
392,Customer_392,Hyderabad,Platinum
393,Customer_393,Mumbai,Silver
394,Customer_394,Delhi,Platinum
395,Customer_395,Hyderabad,Gold
396,Customer_396,Delhi,Platinum
397,Customer_397,Pune,Gold
398,Customer_398,Hyderabad,Gold
399,Customer_399,Pune,Gold
400,Customer_400,Delhi,Platinum
401,Customer_401,Delhi,Platinum
402,Customer_402,Pune,Gold
403,Customer_403,Hyderabad,Platinum
404,Customer_404,Pune,Platinum
405,Customer_405,Mumbai,Platinum
406,Customer_406,Bengaluru,Gold
407,Customer_407,Bengaluru,Silver
408,Customer_408,Delhi,Silver
409,Customer_409,Mumbai,Platinum
410,Customer_410,Pune,Platinum
411,Customer_411,Bengaluru,Platinum
412,Customer_412,Pune,Platinum
413,Customer_413,Delhi,Gold
414,Customer_414,Hyderabad,Silver
415,Customer_415,Pune,Silver
416,Customer_416,Bengaluru,Gold
417,Customer_417,Delhi,Gold
418,Customer_418,Pune,Silver
419,Customer_419,Pune,Platinum
420,Customer_420,Delhi,Silver
421,Customer_421,Mumbai,Silver
422,Customer_422,Bengaluru,Gold
423,Customer_423,Bengaluru,Silver
424,Customer_424,Pune,Silver
425,Customer_425,Mumbai,Platinum
426,Customer_426,Mumbai,Silver
427,Customer_427,Mumbai,Gold
428,Customer_428,Hyderabad,Platinum
429,Customer_429,Hyderabad,Gold
430,Customer_430,Delhi,Platinum
431,Customer_431,Delhi,Silver
432,Customer_432,Hyderabad,Platinum
433,Customer_433,Pune,Silver
434,Customer_434,Pune,Gold
435,Customer_435,Pune,Gold
436,Customer_436,Bengaluru,Gold
437,Customer_437,Pune,Silver
438,Customer_438,Pune,Gold
439,Customer_439,Bengaluru,Platinum
440,Customer_440,Hyderabad,Gold
441,Customer_441,Pune,Gold
442,Customer_442,Delhi,Gold
443,Customer_443,Bengaluru,Platinum
444,Customer_444,Mumbai,Silver
445,Customer_445,Mumbai,Silver
446,Customer_446,Mumbai,Silver
447,Customer_447,Bengaluru,Gold
448,Customer_448,Bengaluru,Platinum
449,Customer_449,Delhi,Silver
450,Customer_450,Bengaluru,Silver
451,Customer_451,Pune,Silver
452,Customer_452,Mumbai,Gold
453,Customer_453,Pune,Platinum
454,Customer_454,Hyderabad,Silver
455,Customer_455,Hyderabad,Gold
456,Customer_456,Delhi,Silver
457,Customer_457,Mumbai,Gold
458,Customer_458,Delhi,Silver
459,Customer_459,Mumbai,Platinum
460,Customer_460,Mumbai,Platinum
461,Customer_461,Pune,Silver
462,Customer_462,Delhi,Silver
463,Customer_463,Bengaluru,Silver
464,Customer_464,Pune,Silver
465,Customer_465,Bengaluru,Platinum
466,Customer_466,Pune,Platinum
467,Customer_467,Delhi,Platinum
468,Customer_468,Pune,Platinum
469,Customer_469,Bengaluru,Gold
470,Customer_470,Delhi,Platinum
471,Customer_471,Delhi,Gold
472,Customer_472,Pune,Silver
473,Customer_473,Mumbai,Platinum
474,Customer_474,Hyderabad,Silver
475,Customer_475,Delhi,Gold
476,Customer_476,Hyderabad,Platinum
477,Customer_477,Hyderabad,Platinum
478,Customer_478,Hyderabad,Silver
479,Customer_479,Delhi,Platinum
480,Customer_480,Bengaluru,Platinum
481,Customer_481,Pune,Platinum
482,Customer_482,Hyderabad,Gold
483,Customer_483,Mumbai,Platinum
484,Customer_484,Delhi,Platinum
485,Customer_485,Hyderabad,Platinum
486,Customer_486,Mumbai,Gold
487,Customer_487,Pune,Silver
488,Customer_488,Pune,Silver
489,Customer_489,Pune,Gold
490,Customer_490,Mumbai,Silver
491,Customer_491,Mumbai,Platinum
492,Customer_492,Bengaluru,Platinum
493,Customer_493,Delhi,Silver
494,Customer_494,Delhi,Silver
495,Customer_495,Pune,Platinum
496,Customer_496,Mumbai,Gold
497,Customer_497,Pune,Gold
498,Customer_498,Bengaluru,Silver
499,Customer_499,Hyderabad,Gold
500,Customer_500,Mumbai,Gold
