restaurant_id,restaurant_name,cuisine,city,rating
57,Restaurant_57,Italian,Bengaluru,4.4
58,Restaurant_58,Italian,Delhi,4.2
59,Restaurant_59,Indian,Hyderabad,4.2
60,Restaurant_60,Indian,Hyderabad,4.7
61,Restaurant_61,Indian,Delhi,4.5
62,Restaurant_62,Chinese,Hyderabad,3.6
63,Restaurant_63,Chinese,Bengaluru,3.9
64,Restaurant_64,Italian,Mumbai,4.8
65,Restaurant_65,Indian,Mumbai,4.1
66,Restaurant_66,Chinese,Delhi,4.7
67,Restaurant_67,Chinese,Bengaluru,4.7
68,Restaurant_68,Chinese,Bengaluru,4.7
69,Restaurant_69,Chinese,Delhi,3.7
70,Restaurant_70,Indian,Mumbai,5.0
71,Restaurant_71,Chinese,Delhi,4.8
72,Restaurant_72,Italian,Delhi,4.9
73,Restaurant_73,Chinese,Delhi,4.9
74,Restaurant_74,Chinese,Bengaluru,4.5
75,Restaurant_75,Chinese,Delhi,4.7
76,Restaurant_76,Chinese,Pune,4.6
77,Restaurant_77,Chinese,Bengaluru,4.6
78,Restaurant_78,Indian,Mumbai,3.7
79,Restaurant_79,Indian,Pune,4.6
80,Restaurant_80,Indian,Delhi,3.7
81,Restaurant_81,Indian,Bengaluru,4.5
82,Restaurant_82,Indian,Mumbai,3.6
83,Restaurant_83,Italian,Mumbai,4.3
84,Restaurant_84,Italian,Bengaluru,4.0
85,Restaurant_85,Italian,Mumbai,4.6
86,Restaurant_86,Italian,Bengaluru,4.8
87,Restaurant_87,Italian,Mumbai,5.0
88,Restaurant_88,Italian,Delhi,3.8
89,Restaurant_89,Italian,Mumbai,4.7
90,Restaurant_90,Italian,Mumbai,4.8
91,Restaurant_91,Indian,Bengaluru,3.9
92,Restaurant_92,Italian,Bengaluru,4.9
93,Restaurant_93,Indian,Hyderabad,4.8
94,Restaurant_94,Indian,Pune,4.1
95,Restaurant_95,Italian,Pune,3.8
96,Restaurant_96,Chinese,Bengaluru,4.6
97,Restaurant_97,Italian,Delhi,4.8
98,Restaurant_98,Italian,Hyderabad,4.9
99,Restaurant_99,Italian,Delhi,4.8
100,Restaurant_100,Indian,Mumbai,4.6
101,Restaurant_101,Italian,Delhi,4.9
102,Restaurant_102,Italian,Delhi,3.6
103,Restaurant_103,Italian,Bengaluru,3.9
104,Restaurant_104,Indian,Pune,4.3
105,Restaurant_105,Chinese,Pune,4.1
106,Restaurant_106,Indian,Delhi,3.8
107,Restaurant_107,Italian,Hyderabad,4.9
108,Restaurant_108,Indian,Hyderabad,4.8
109,Restaurant_109,Italian,Pune,4.9
110,Restaurant_110,Chinese,Delhi,4.2
111,Restaurant_111,Chinese,Delhi,4.2
112,Restaurant_112,Chinese,Delhi,4.4
113,Restaurant_113,Indian,Delhi,3.8
114,Restaurant_114,Indian,Hyderabad,4.5
115,Restaurant_115,Italian,Pune,3.6
116,Restaurant_116,Chinese,Hyderabad,4.5
117,Restaurant_117,Italian,Pune,4.0
118,Restaurant_118,Chinese,Bengaluru,4.0
119,Restaurant_119,Indian,Pune,4.5
120,Restaurant_120,Indian,Mumbai,4.5
121,Restaurant_121,Italian,Mumbai,4.3
122,Restaurant_122,Italian,Mumbai,3.8
123,Restaurant_123,Indian,Hyderabad,4.4
124,Restaurant_124,Chinese,Bengaluru,4.0
125,Restaurant_125,Indian,Delhi,4.7
126,Restaurant_126,Indian,Mumbai,4.6
127,Restaurant_127,Chinese,Delhi,3.9
128,Restaurant_128,Italian,Hyderabad,4.1
129,Restaurant_129,Indian,Delhi,4.0
130,Restaurant_130,Indian,Delhi,4.8
131,Restaurant_131,Indian,Hyderabad,3.6
132,Restaurant_132,Indian,Mumbai,4.6
133,Restaurant_133,Indian,Delhi,4.0
134,Restaurant_134,Chinese,Hyderabad,3.6
135,Restaurant_135,Indian,Mumbai,3.7
136,Restaurant_136,Chinese,Delhi,4.9
137,Restaurant_137,Italian,Pune,3.6
138,Restaurant_138,Chinese,Delhi,3.5
139,Restaurant_139,Chinese,Mumbai,4.0
140,Restaurant_140,Italian,Pune,4.4
141,Restaurant_141,Chinese,Bengaluru,3.6
142,Restaurant_142,Italian,Hyderabad,4.6
143,Restaurant_143,Chinese,Hyderabad,4.1
144,Restaurant_144,Chinese,Delhi,4.8
145,Restaurant_145,Italian,Delhi,4.3
146,Restaurant_146,Indian,Hyderabad,4.3
147,Restaurant_147,Indian,Pune,3.8
148,Restaurant_148,Chinese,Delhi,4.3
149,Restaurant_149,Chinese,Hyderabad,3.9
150,Restaurant_150,Italian,Delhi,4.2
151,Restaurant_151,Chinese,Mumbai,4.6
152,Restaurant_152,Indian,Hyderabad,4.0
153,Restaurant_153,Italian,Hyderabad,4.5
154,Restaurant_154,Indian,Hyderabad,4.0
155,Restaurant_155,Italian,Pune,3.7
156,Restaurant_156,Italian,Pune,4.5
157,Restaurant_157,Indian,Bengaluru,4.8
158,Restaurant_158,Chinese,Delhi,4.8
159,Restaurant_159,Indian,Pune,4.8
160,Restaurant_160,Chinese,Bengaluru,4.1
161,Restaurant_161,Italian,Pune,3.9
162,Restaurant_162,Italian,Hyderabad,4.9
163,Restaurant_163,Italian,Mumbai,4.9
164,Restaurant_164,Italian,Pune,4.1
165,Restaurant_165,Italian,Mumbai,4.2
166,Restaurant_166,Chinese,Hyderabad,4.5
167,Restaurant_167,Chinese,Delhi,4.1
168,Restaurant_168,Italian,Bengaluru,3.6
169,Restaurant_169,Chinese,Mumbai,4.5
170,Restaurant_170,Italian,Mumbai,4.7
171,Restaurant_171,Indian,Hyderabad,3.7
172,Restaurant_172,Italian,Delhi,4.3
173,Restaurant_173,Italian,Delhi,4.7
174,Restaurant_174,Italian,Pune,4.9
175,Restaurant_175,Italian,Pune,3.7
176,Restaurant_176,Chinese,Pune,3.7
177,Restaurant_177,Indian,Delhi,4.1
178,Restaurant_178,Italian,Delhi,3.9
179,Restaurant_179,Italian,Mumbai,4.4
180,Restaurant_180,Chinese,Bengaluru,4.0
181,Restaurant_181,Chinese,Bengaluru,4.7
182,Restaurant_182,Indian,Hyderabad,4.3
183,Restaurant_183,Indian,Delhi,4.5
184,Restaurant_184,Italian,Pune,4.3
185,Restaurant_185,Italian,Bengaluru,4.8
186,Restaurant_186,Italian,Mumbai,5.0
187,Restaurant_187,Indian,Bengaluru,4.8
188,Restaurant_188,Chinese,Pune,4.1
189,Restaurant_189,Indian,Mumbai,3.9
190,Restaurant_190,Chinese,Pune,4.7
191,Restaurant_191,Chinese,Bengaluru,4.1
192,Restaurant_192,Italian,Pune,4.1
193,Restaurant_193,Chinese,Hyderabad,3.7
194,Restaurant_194,Chinese,Delhi,4.8
195,Restaurant_195,Indian,Mumbai,4.1
196,Restaurant_196,Indian,Mumbai,4.5
197,Restaurant_197,Indian,Bengaluru,4.6
198,Restaurant_198,Italian,Hyderabad,4.7
199,Restaurant_199,Chinese,Pune,3.7
200,Restaurant_200,Italian,Mumbai,4.9
201,Restaurant_201,Indian,Bengaluru,4.1
202,Restaurant_202,Italian,Pune,4.3
203,Restaurant_203,Chinese,Mumbai,4.3
204,Restaurant_204,Indian,Bengaluru,4.9
205,Restaurant_205,Italian,Pune,4.0
206,Restaurant_206,Indian,Mumbai,4.7
207,Restaurant_207,Italian,Pune,3.8
208,Restaurant_208,Italian,Mumbai,4.3
209,Restaurant_209,Chinese,Pune,4.7
210,Restaurant_210,Italian,Pune,4.6
211,Restaurant_211,Italian,Hyderabad,4.5
212,Restaurant_212,Italian,Mumbai,3.9
213,Restaurant_213,Chinese,Mumbai,4.4
214,Restaurant_214,Indian,Bengaluru,3.6
215,Restaurant_215,Indian,Bengaluru,3.6
216,Restaurant_216,Italian,Pune,4.7
217,Restaurant_217,Indian,Delhi,4.2
218,Restaurant_218,Italian,Bengaluru,3.8
219,Restaurant_219,Indian,Hyderabad,4.6
220,Restaurant_220,Chinese,Hyderabad,4.5
221,Restaurant_221,Italian,Bengaluru,4.3
222,Restaurant_222,Italian,Bengaluru,4.5
223,Restaurant_223,Indian,Bengaluru,4.7
224,Restaurant_224,Chinese,Pune,3.9
225,Restaurant_225,Chinese,Pune,4.7
226,Restaurant_226,Italian,Mumbai,4.6
227,Restaurant_227,Chinese,Pune,3.9
228,Restaurant_228,Chinese,Delhi,4.1
229,Restaurant_229,Italian,Bengaluru,3.5
230,Restaurant_230,Indian,Delhi,3.8
231,Restaurant_231,Indian,Hyderabad,4.3
232,Restaurant_232,Indian,Hyderabad,4.1
233,Restaurant_233,Indian,Hyderabad,3.7
234,Restaurant_234,Chinese,Bengaluru,4.6
235,Restaurant_235,Indian,Mumbai,3.7
236,Restaurant_236,Italian,Mumbai,3.5
237,Restaurant_237,Chinese,Bengaluru,4.1
238,Restaurant_238,Indian,Hyderabad,4.4
239,Restaurant_239,Italian,Hyderabad,4.3
240,Restaurant_240,Indian,Bengaluru,3.7
241,Restaurant_241,Indian,Bengaluru,4.0
242,Restaurant_242,Indian,Pune,3.9
243,Restaurant_243,Indian,Delhi,4.2
244,Restaurant_244,Chinese,Mumbai,4.3
245,Restaurant_245,Chinese,Pune,4.6
246,Restaurant_246,Indian,Delhi,4.7
247,Restaurant_247,Italian,Hyderabad,3.7
248,Restaurant_248,Chinese,Bengaluru,3.9
249,Restaurant_249,Indian,Mumbai,4.7
250,Restaurant_250,Chinese,Pune,4.7
251,Restaurant_251,Italian,Mumbai,3.7
252,Restaurant_252,Chinese,Hyderabad,3.9
253,Restaurant_253,Indian,Hyderabad,4.3
254,Restaurant_254,Indian,Pune,4.7
255,Restaurant_255,Chinese,Hyderabad,3.7
256,Restaurant_256,Italian,Hyderabad,3.9
257,Restaurant_257,Indian,Mumbai,4.7
258,Restaurant_258,Italian,Bengaluru,4.5
259,Restaurant_259,Italian,Hyderabad,3.8
260,Restaurant_260,Indian,Pune,4.5
261,Restaurant_261,Italian,Hyderabad,3.8
262,Restaurant_262,Chinese,Delhi,4.7
263,Restaurant_263,Chinese,Bengaluru,3.9
264,Restaurant_264,Indian,Pune,3.8
265,Restaurant_265,Indian,Bengaluru,4.6
266,Restaurant_266,Chinese,Pune,4.1
267,Restaurant_267,Italian,Hyderabad,4.7
268,Restaurant_268,Chinese,Pune,3.6
269,Restaurant_269,Italian,Mumbai,4.8
270,Restaurant_270,Chinese,Pune,4.9
271,Restaurant_271,Italian,Hyderabad,3.8
272,Restaurant_272,Italian,Bengaluru,4.3
273,Restaurant_273,Indian,Pune,4.0
274,Restaurant_274,Italian,Mumbai,4.0
275,Restaurant_275,Indian,Bengaluru,3.6
276,Restaurant_276,Italian,Pune,4.8
277,Restaurant_277,Chinese,Bengaluru,3.6
278,Restaurant_278,Italian,Mumbai,5.0
279,Restaurant_279,Italian,Bengaluru,3.6
280,Restaurant_280,Chinese,Hyderabad,4.8
281,Restaurant_281,Italian,Delhi,4.1
282,Restaurant_282,Chinese,Bengaluru,4.9
283,Restaurant_283,Indian,Hyderabad,4.9
284,Restaurant_284,Chinese,Mumbai,4.1
285,Restaurant_285,Italian,Delhi,4.7
286,Restaurant_286,Italian,Hyderabad,4.3
287,Restaurant_287,Chinese,Mumbai,4.8
288,Restaurant_288,Chinese,Bengaluru,4.1
289,Restaurant_289,Italian,Mumbai,4.4
290,Restaurant_290,Indian,Mumbai,4.4
291,Restaurant_291,Indian,Mumbai,4.9
292,Restaurant_292,Chinese,Delhi,4.6
293,Restaurant_293,Indian,Delhi,4.4
294,Restaurant_294,Chinese,Mumbai,4.8
295,Restaurant_295,Chinese,Delhi,4.3
296,Restaurant_296,Italian,Mumbai,4.9
297,Restaurant_297,Chinese,Delhi,3.8
298,Restaurant_298,Italian,Pune,4.4
299,Restaurant_299,Chinese,Delhi,4.8
300,Restaurant_300,Chinese,Delhi,5.0
